6751,8080
5606,8929
7645,5290
391,6344
9941,2035
681,6811
4810,7203
2970,2529
1539,2500
2325,2379
9373,1413
3764,883
7904,1330
5797,75
3192,9036
4259,8807
4637,3426
2912,9585
9701,1785
6128,2828
1705,3923
2075,7815
1851,9383
2206,1139
1207,9989
1034,1841
2345,2737
6401,1801
6982,5731
1064,1580
4602,519
4179,844
1909,2253
2474,5364
162,4704
7852,5995
5311,3763
1248,9254
3316,321
6445,2490
6494,9335
2374,3708
2516,7138
1381,746
6400,2306
708,3681
5736,9744
6921,4091
5146,7713
5225,331
5081,9451
4970,6720
1845,7645
7601,2601
6862,1158
9595,4079
9502,6997
4497,6079
9339,4842
5368,1959
1309,588
1018,9991
2576,5103
3708,1797
6298,6888
7495,219
7926,7516
1772,8315
5667,1620
133,1039
1147,6103
898,3613
745,6120
8590,7068
3431,5272
4616,9017
4282,1584
2958,5396
1977,1982
9093,1865
8094,7658
5379,3365
3619,4849
8195,3721
7584,200
5974,5407
4897,7031
2834,1195
1242,9246
7206,4086
4479,686
5956,4318
8376,5852
5726,9640
4616,5366
185,3079
7582,4015
761,3627
4389,8393
6664,3967
821,672
434,7478
9784,5715
8761,3933
6831,7063
9155,6551
7955,5926
9692,9367
8210,2609
5207,3207
9297,303
1927,8424
4817,5660
4254,5416
4408,859
3145,3509
3503,7220
2340,9528
7142,4256
6049,3981
8577,4613
1200,9424
263,5782
1425,5919
1050,9098
8876,7786
438,6295
9867,4938
2691,6353
1126,9275
8418,8504
5073,2356
3504,2921
7230,4595
8740,1330
5154,6284
5447,2907
9252,8026
4677,8
2172,1580
2424,671
2541,4435
9386,8482
2549,9855
7983,4064
8083,7569
4830,1284
8089,3509
1750,4965
2626,2315
8417,6111
8843,8542
9680,5531
2669,2859
2352,6946
4168,9374
2526,2812
9280,3094
7514,3129
1088,8272
7517,5490
7714,8139
2893,6448
6875,2785
2958,607
8020,5443
2707,4898
9422,4421
9829,7702
9927,8190
54,1009
1933,6094
7935,5115
2559,5167
6631,1756
8562,8017
810,2086
6389,1058
5833,1572
8841,7749
9344,4017
5321,9247
2229,8459
8894,1629
2524,1608
6291,3578
5706,5824
660,1308
6433,2496
8936,1106
8115,4914
4260,4328
6049,3323
2283,2810
7298,9557
6927,8878
9283,8455
542,5172
8402,1922
4601,2363
1997,2197
5918,5082
5492,6327
9731,490
5885,1400
7817,7029
8777,8397
7960,4557
3543,6271
3457,8631
4333,5772
3948,4996
9099,8876
9044,318
2592,467
8582,5376
3793,7424
2270,5289
2803,4238
9800,9584
3998,5907
9155,8109
1072,2051
4399,6984
9628,3521
6542,238
6642,9858
8886,6832
5851,8926
840,4471
