40.6943,-73.9249
34.1141,-118.4068
41.8375,-87.6866
25.784,-80.2101
32.7935,-96.7667
29.786,-95.3885
40.0077,-75.1339
33.7628,-84.422
38.9047,-77.0163
42.3188,-71.0852
33.5722,-112.0892
42.3834,-83.1024
47.6211,-122.3244
37.7558,-122.4449
32.8313,-117.1222
44.9635,-93.2678
40.6501,-73.9496
27.9945,-82.4447
39.762,-104.8758
40.7498,-73.7976
39.3051,-76.6144
36.2333,-115.2654
38.6359,-90.2451
45.5371,-122.65
33.9381,-117.3949
28.4773,-81.337
38.5677,-121.4685
18.3985,-66.061
29.4632,-98.5238
37.3012,-121.848
40.4397,-79.9763
39.1413,-84.506
40.7834,-73.9662
41.4764,-81.6805
39.7771,-86.1458
30.3005,-97.7522
39.1238,-94.5541
39.9862,-82.9855
35.2083,-80.8303
36.7335,-76.0435
40.8501,-73.8662
43.0642,-87.9675
41.823,-71.4187
30.3322,-81.6749
40.7776,-111.9311
36.1715,-86.7842
35.8324,-78.6429
35.1087,-89.9663
38.1663,-85.6485
37.5295,-77.4756
42.9018,-78.8487
35.4676,-97.5136
41.1918,-73.1954
30.0687,-89.9288
32.7817,-97.3474
41.7661,-72.6834
32.1541,-110.8787
21.3294,-157.846
26.2252,-98.2467
41.2627,-96.0529
31.8476,-106.43
35.1054,-106.6465
43.168,-77.6162
27.3387,-82.5432
36.783,-119.7939
36.1283,-95.9042
40.5961,-75.4756
39.7805,-84.2003
33.5279,-86.7971
32.8168,-79.9687
26.6443,-81.9957
34.0378,-80.9036
37.9722,-122.0016
38.8674,-104.7605
42.1155,-72.5395
35.9692,-83.9496
30.442,-91.1311
41.2279,-111.9682
42.9619,-85.6562
42.6664,-73.7987
35.3529,-119.0359
33.6096,-117.6551
41.3113,-72.9246
42.2705,-71.8079
40.2457,-111.6457
41.0798,-81.5219
27.9631,-80.6593
41.5725,-93.6105
33.5719,-117.1909
33.4015,-111.7178
40.5834,-74.1496
37.6895,-97.3443
41.6638,-83.5827
40.2752,-76.8843
27.2796,-80.3884
33.7977,-118.167
39.5497,-119.8483
43.0822,-89.393
34.7256,-92.3577
34.8354,-82.3646
33.2175,-97.1418
47.6671,-117.433
37.7904,-122.2166
40.042,-76.3012
41.695,-73.9211
43.6005,-116.2308
36.1029,-80.261
43.0407,-76.1437
33.3645,-82.0708
37.9765,-121.3109
29.5389,-81.2457
35.066,-85.2481
28.3041,-81.4169
35.9792,-78.9022
32.6998,-97.125
34.5277,-117.3536
39.7083,-104.7237
37.6375,-121.0028
34.6935,-118.1753
36.0714,-94.1661
41.4044,-75.6649
34.1964,-119.1815
41.0993,-80.6463
33.7346,-116.2346
30.4413,-87.1911
33.839,-117.8574
26.3558,-81.7859
36.0956,-79.8271
34.6981,-86.6412
27.7254,-97.3767
41.0888,-85.1436
35.085,-78.9772
42.2759,-83.731
32.3157,-90.2125
37.9787,-121.796
30.6782,-88.1162
38.0423,-84.4587
35.5707,-82.5537
40.2237,-74.7641
38.4458,-122.7067
33.7367,-117.8819
42.7142,-84.5601
36.0133,-115.0381
44.9478,-93.1039
28.0557,-81.9545
40.7245,-74.1725
40.5477,-105.0656
40.34,-75.9267
37.1943,-93.2916
33.6772,-117.7738
61.1508,-149.1091
30.1738,-95.5134
41.6767,-86.2696
42.2596,-89.064
32.0286,-81.1821
40.8099,-96.6784
40.7184,-74.0686
42.3791,-88.0811
43.0236,-83.6921
32.4653,-93.7955
33.0502,-96.7486
33.7094,-78.8844
41.5565,-90.6053
40.8078,-81.3676
34.4175,-118.4964
32.6281,-117.0144
44.0564,-123.1174
33.2825,-111.8514
44.9233,-123.0244
35.3933,-80.6369
33.31,-111.7463
32.51,-84.8771
18.4382,-67.1537
33.5657,-101.8879
36.2883,-115.0888
27.7931,-82.6652
30.4551,-84.2527
27.5625,-99.4874
40.752,-89.6154
33.3873,-112.3235
30.2082,-92.0325
32.8583,-96.9702
32.3482,-86.2668
36.3276,-119.3269
33.2016,-96.667
34.2099,-77.8866
36.6778,-76.3023
33.5791,-112.2311
32.91,-96.6304
46.1978,-119.1732
28.0118,-81.7014
33.6872,-111.8651
36.8945,-76.259
31.0753,-97.7297
39.9651,-76.7315
39.3797,-74.4527
42.7491,-71.491
38.8786,-77.1011
25.9975,-97.458
37.5265,-121.9843
30.4274,-89.0704
37.9881,-87.5341
25.8696,-80.3045
30.4174,-86.8907
39.5022,-76.3113
27.0576,-82.1977
34.1416,-117.2943
43.6773,-70.2715
36.0091,-115.2278
47.5436,-122.7121
44.5148,-87.9895
44.278,-88.3892
36.0952,-115.2636
47.2431,-122.4531
34.9442,-81.9251
37.2785,-79.9581
29.6804,-82.3459
28.905,-81.2137
42.2749,-85.5882
34.1914,-118.8756
35.741,-81.3223
40.9466,-73.8673
33.9244,-117.2045
34.0968,-117.4599
30.5852,-96.2959
46.8651,-96.8292
35.1984,-101.8316
41.5495,-72.0882
47.0417,-122.8959
41.5582,-73.0361
36.6883,-121.6317
38.4109,-82.4345
33.696,-118.0018
36.5692,-87.3413
34.4285,-119.7202
34.1819,-118.2468
36.1783,-115.0487
32.6871,-97.0208
38.887,-94.687
39.6401,-77.7217
43.5844,-116.5638
35.2494,-81.1854
33.156,-96.8216
41.9662,-91.6783
33.7341,-116.9969
36.0872,-115.1355
43.5396,-96.7311
45.6366,-122.5967
33.7843,-112.2989
31.5599,-97.1882
41.4409,-82.184
42.1167,-80.0733
37.1051,-76.5185
41.7638,-88.2902
26.1412,-80.1464
38.1125,-122.2342
35.849,-86.4121
28.4798,-82.53
33.3881,-111.9319
35.991,-79.9937
42.3372,-122.854
41.4015,-73.4709
38.4161,-121.3842
34.0393,-117.6064
39.4337,-77.4141
27.6132,-80.4163
29.178,-82.1511
33.2247,-117.3083
34.1247,-117.5667
33.7787,-117.9601
35.7819,-78.8195
26.0128,-80.3382
18.3794,-66.1635
34.5944,-118.1057
42.9848,-71.4447
40.3991,-86.8593
36.9789,-122.0346
48.0809,-122.1561
43.2281,-86.2562
39.7709,-89.654
37.6328,-122.0766
41.6697,-70.9428
38.8185,-77.0861
40.9147,-74.1624
33.8616,-117.5649
37.3057,-120.4779
32.5961,-83.6527
29.8554,-93.9264
32.8065,-83.6974
39.1235,-94.7443
39.6977,-105.1172
37.3836,-122.0255
38.2992,-77.4872
28.7672,-81.8962
40.1142,-88.2737
26.0293,-80.1679
29.6575,-95.1498
34.0585,-117.7626
33.1348,-117.0723
41.5188,-88.1499
30.201,-93.2111
32.7602,-96.5865
34.7821,-82.3032
30.1995,-85.6003
47.5951,-122.1535
41.748,-88.1659
26.1916,-97.6977
33.2348,-87.5268
41.6916,-85.9627
33.8346,-118.3416
42.1014,-75.9093
29.58,-90.7059
39.0346,-95.6955
38.7703,-121.3196
38.2583,-122.0335
32.3184,-95.3062
33.8841,-117.9279
38.2701,-104.6114
33.9508,-83.3689
34.9333,-120.4431
33.6815,-112.4515
38.3484,-81.6322
32.3265,-106.7893
29.9977,-90.178
39.9197,-104.9438
38.8833,-94.82
18.4054,-65.9792
34.2902,-83.8294
40.6886,-112.0123
33.8038,-117.8218
42.4934,-83.027
34.1597,-118.139
30.0849,-94.1451
36.076,-79.4685
37.0551,-76.363
38.9472,-92.3268
32.5995,-114.5491
40.6658,-74.1913
42.7274,-87.8135
40.4152,-104.7706
47.3887,-122.2128
41.1039,-73.5585
31.8801,-102.3448
40.4757,-88.9703
25.9773,-80.3351
39.0877,-108.5673
42.5809,-83.0305
26.2702,-80.2591
36.3406,-82.3806
32.989,-96.8999
32.0243,-102.1147
46.5923,-120.5496
48.7548,-122.469
39.1357,-121.6383
42.4614,-83.6526
37.3646,-121.968
37.0758,-113.5752
35.3495,-94.3695
34.2663,-118.749
39.161,-75.5202
35.2335,-97.3471
32.4543,-99.7384
45.7891,-108.5526
18.0127,-66.6212
26.612,-81.6388
45.534,-94.1718
18.4491,-66.7387
42.5865,-87.8773
35.5943,-77.376
39.832,-105.151
29.5581,-95.3218
39.0871,-94.3501
29.4154,-94.9682
40.5698,-122.365
37.4003,-79.1909
40.0248,-105.2524
41.6559,-91.5303
44.0154,-92.478
37.8722,-122.276
38.6085,-76.9194
28.9034,-81.9887
46.7756,-92.1393
34.0326,-118.1691
43.4199,-83.9501
36.8278,-119.683
42.5209,-71.7717
30.527,-97.6642
32.5185,-92.0774
42.3759,-71.1185
27.979,-82.7623
36.6224,-121.8199
40.6024,-112.0008
32.9716,-96.7093
26.7469,-80.132
31.1068,-97.3891
44.4876,-73.2316
37.9477,-122.3389
39.8837,-105.0624
40.2508,-75.6445
27.9367,-82.3
34.9415,-81.0241
43.6116,-116.3977
47.704,-116.7936
33.1246,-117.2834
42.6389,-71.3217
42.4918,-92.3522
32.9067,-80.0722
37.0046,-121.5854
33.9379,-118.1311
45.5021,-122.4413
42.0383,-88.324
43.0962,-75.2261
36.038,-95.7806
33.6667,-117.9135
39.7578,-121.8161
42.4959,-96.3901
29.4874,-95.1087
25.9433,-80.2426
26.2428,-80.1312
34.2741,-119.2314
47.9525,-122.1669
32.7865,-115.5595
29.5935,-95.6358
34.0739,-118.0291
33.0454,-96.9815
34.0555,-117.9113
33.4928,-117.1315
44.0563,-121.3095
38.3756,-75.5865
34.7289,-77.3941
33.9566,-118.3444
42.3127,-83.213
39.5926,-104.8673
34.1879,-118.3235
39.5736,-119.7161
33.9366,-84.3703
39.1637,-86.5257
41.7399,-111.8422
21.392,-157.7396
32.8017,-116.9604
45.5273,-122.936
33.6273,-84.58
47.4784,-122.1918
30.3751,-90.0904
37.5522,-122.3121
39.2004,-76.859
37.6862,-122.4685
